id, timestamp, demand
692291, 2018-01-01 00:00:34, 26450
692292, 2018-01-01 00:05:33, 26354
692293, 2018-01-01 00:10:35, 26218
692294, 2018-01-01 00:15:34, 26319
692295, 2018-01-01 00:20:32, 26336
692296, 2018-01-01 00:25:33, 26462
692297, 2018-01-01 00:30:33, 26545
692298, 2018-01-01 00:35:33, 26561
692299, 2018-01-01 00:40:34, 26751
692300, 2018-01-01 00:45:34, 27129
692301, 2018-01-01 00:50:33, 27209
692302, 2018-01-01 00:56:33, 27236
692303, 2018-01-01 01:00:33, 27213
692304, 2018-01-01 01:05:33, 27081
692305, 2018-01-01 01:11:00, 27056
692306, 2018-01-01 01:15:33, 27060
692307, 2018-01-01 01:20:33, 27358
692308, 2018-01-01 01:25:34, 27463
692309, 2018-01-01 01:30:33, 27419
692310, 2018-01-01 01:35:33, 27258
692311, 2018-01-01 01:40:35, 27125
692312, 2018-01-01 01:45:34, 27020
692313, 2018-01-01 01:50:33, 26882
692314, 2018-01-01 01:55:35, 26718
692315, 2018-01-01 02:00:34, 26459
692316, 2018-01-01 02:05:34, 26345
692317, 2018-01-01 02:10:33, 26324
692318, 2018-01-01 02:15:33, 26321
692319, 2018-01-01 02:20:33, 26310
692320, 2018-01-01 02:25:34, 26149
692321, 2018-01-01 02:30:33, 25989
692322, 2018-01-01 02:35:33, 25866
692323, 2018-01-01 02:40:35, 25773
692324, 2018-01-01 02:45:33, 25832
692325, 2018-01-01 02:50:35, 25759
692326, 2018-01-01 02:55:36, 25739
692327, 2018-01-01 03:00:33, 25739
692328, 2018-01-01 03:05:33, 25680
692329, 2018-01-01 03:10:33, 25820
692330, 2018-01-01 03:15:33, 25776
692331, 2018-01-01 03:20:33, 25614
692332, 2018-01-01 03:25:34, 25410
692333, 2018-01-01 03:30:34, 25198
692334, 2018-01-01 03:35:34, 25020
692335, 2018-01-01 03:40:34, 24900
692336, 2018-01-01 03:45:34, 24754
692337, 2018-01-01 03:50:32, 24616
692338, 2018-01-01 03:55:34, 24455
692339, 2018-01-01 04:00:33, 24329
692340, 2018-01-01 04:05:34, 24272
692341, 2018-01-01 04:10:33, 24136
692342, 2018-01-01 04:15:33, 24077
692343, 2018-01-01 04:20:33, 23984
692344, 2018-01-01 04:25:32, 23993
692345, 2018-01-01 04:30:33, 24001
692346, 2018-01-01 04:35:33, 23902
692347, 2018-01-01 04:40:33, 23866
692348, 2018-01-01 04:45:33, 23785
692349, 2018-01-01 04:50:34, 23749
692350, 2018-01-01 04:55:34, 23766
692351, 2018-01-01 05:00:33, 23782
692352, 2018-01-01 05:05:33, 23837
692353, 2018-01-01 05:10:33, 23755
692354, 2018-01-01 05:15:33, 23782
692355, 2018-01-01 05:20:33, 23926
692356, 2018-01-01 05:25:34, 23939
692357, 2018-01-01 05:30:33, 23887
692358, 2018-01-01 05:36:56, 23827
692359, 2018-01-01 05:40:34, 23751
692360, 2018-01-01 05:45:34, 23722
692361, 2018-01-01 05:50:33, 23813
692362, 2018-01-01 05:55:34, 23813
692363, 2018-01-01 06:00:33, 23980
692364, 2018-01-01 06:05:33, 24040
692365, 2018-01-01 06:10:34, 24429
692366, 2018-01-01 06:15:33, 24684
692367, 2018-01-01 06:20:34, 24682
692368, 2018-01-01 06:25:34, 24723
692369, 2018-01-01 06:30:33, 24842
692370, 2018-01-01 06:35:34, 24960
692371, 2018-01-01 06:40:34, 24996
692372, 2018-01-01 06:45:34, 25019
692373, 2018-01-01 06:50:34, 25041
692374, 2018-01-01 06:55:35, 25048
692375, 2018-01-01 07:00:33, 25212
692376, 2018-01-01 07:05:33, 25341
692377, 2018-01-01 07:10:34, 24972
692378, 2018-01-01 07:15:33, 24906
692379, 2018-01-01 07:20:34, 24802
692380, 2018-01-01 07:25:33, 24719
692381, 2018-01-01 07:30:32, 24613
692382, 2018-01-01 07:35:34, 24613
692383, 2018-01-01 07:40:35, 24584
692384, 2018-01-01 07:45:35, 24533
692385, 2018-01-01 07:50:33, 24464
692386, 2018-01-01 07:55:35, 24428
692387, 2018-01-01 08:00:34, 24449
692388, 2018-01-01 08:05:33, 24549
692389, 2018-01-01 08:10:34, 24601
692390, 2018-01-01 08:17:20, 24745
692391, 2018-01-01 08:20:34, 24896
692392, 2018-01-01 08:25:33, 25193
692393, 2018-01-01 08:30:33, 25303
692394, 2018-01-01 08:35:34, 25484
692395, 2018-01-01 08:40:34, 25672
692396, 2018-01-01 08:45:33, 25887
692397, 2018-01-01 08:50:33, 26071
692398, 2018-01-01 08:55:35, 26296
692399, 2018-01-01 09:00:33, 26590
692400, 2018-01-01 09:05:33, 26750
692401, 2018-01-01 09:10:34, 26862
692402, 2018-01-01 09:15:33, 27069
692403, 2018-01-01 09:20:34, 27425
692404, 2018-01-01 09:25:33, 27701
692405, 2018-01-01 09:30:33, 27839
