id, timestamp, demand
272678, 2014-01-01 00:00:03, 31185
272679, 2014-01-01 00:05:06, 31161
272680, 2014-01-01 00:10:05, 31300
272681, 2014-01-01 00:15:02, 31528
272682, 2014-01-01 00:20:04, 31729
272683, 2014-01-01 00:25:01, 31866
272684, 2014-01-01 00:30:02, 31897
272685, 2014-01-01 00:35:02, 31915
272686, 2014-01-01 00:40:03, 32176
272687, 2014-01-01 00:45:02, 32261
272688, 2014-01-01 00:50:03, 32310
272689, 2014-01-01 00:55:02, 32312
272690, 2014-01-01 01:00:02, 32342
272691, 2014-01-01 01:05:02, 32255
272692, 2014-01-01 01:10:04, 32493
272693, 2014-01-01 01:15:01, 32533
272694, 2014-01-01 01:20:02, 32401
272695, 2014-01-01 01:25:02, 32222
272696, 2014-01-01 01:30:02, 32105
272697, 2014-01-01 01:35:04, 32119
272698, 2014-01-01 01:40:02, 31972
272699, 2014-01-01 01:45:02, 31820
272700, 2014-01-01 01:50:02, 31566
272701, 2014-01-01 01:55:02, 31377
272702, 2014-01-01 02:00:04, 31170
272703, 2014-01-01 02:05:02, 31009
272704, 2014-01-01 02:10:04, 30950
272705, 2014-01-01 02:15:02, 30818
272706, 2014-01-01 02:20:02, 30620
272707, 2014-01-01 02:25:01, 30473
272708, 2014-01-01 02:30:03, 30318
272709, 2014-01-01 02:35:03, 30141
272710, 2014-01-01 02:40:03, 30301
272711, 2014-01-01 02:45:01, 30263
272712, 2014-01-01 02:50:03, 30070
272713, 2014-01-01 02:55:03, 29873
272714, 2014-01-01 03:00:02, 29635
272715, 2014-01-01 03:05:03, 29338
272716, 2014-01-01 03:10:02, 29237
272717, 2014-01-01 03:15:03, 29095
272718, 2014-01-01 03:20:01, 28931
272719, 2014-01-01 03:25:02, 28704
272720, 2014-01-01 03:30:02, 28462
272721, 2014-01-01 03:35:03, 28306
272722, 2014-01-01 03:40:02, 28188
272723, 2014-01-01 03:45:04, 27988
272724, 2014-01-01 03:50:03, 27806
272725, 2014-01-01 03:55:03, 27556
272726, 2014-01-01 04:00:04, 27329
272727, 2014-01-01 04:05:04, 27185
272728, 2014-01-01 04:10:03, 27055
272729, 2014-01-01 04:15:02, 26879
272730, 2014-01-01 04:20:02, 26731
272731, 2014-01-01 04:25:02, 26619
272732, 2014-01-01 04:30:01, 26502
272733, 2014-01-01 04:35:03, 26428
272734, 2014-01-01 04:40:03, 26504
272735, 2014-01-01 04:45:01, 26469
272736, 2014-01-01 04:50:05, 26344
272737, 2014-01-01 04:55:03, 26285
272738, 2014-01-01 05:00:02, 26195
272739, 2014-01-01 05:05:02, 26175
272740, 2014-01-01 05:10:04, 26302
272741, 2014-01-01 05:15:02, 26260
272742, 2014-01-01 05:20:04, 26192
272743, 2014-01-01 05:25:02, 26224
272744, 2014-01-01 05:30:02, 26282
272745, 2014-01-01 05:35:02, 26360
272746, 2014-01-01 05:40:02, 26410
272747, 2014-01-01 05:45:02, 26383
272748, 2014-01-01 05:50:02, 26368
272749, 2014-01-01 05:55:03, 26341
272750, 2014-01-01 06:00:06, 26356
272751, 2014-01-01 06:05:04, 26357
272752, 2014-01-01 06:10:06, 26479
272753, 2014-01-01 06:15:01, 26593
272754, 2014-01-01 06:20:03, 26690
272755, 2014-01-01 06:25:01, 26686
272756, 2014-01-01 06:30:03, 26689
272757, 2014-01-01 06:35:03, 26705
272758, 2014-01-01 06:40:03, 26775
272759, 2014-01-01 06:45:02, 26884
272760, 2014-01-01 06:50:03, 26973
272761, 2014-01-01 06:55:03, 27086
272762, 2014-01-01 07:00:03, 27090
272763, 2014-01-01 07:05:03, 27011
272764, 2014-01-01 07:10:03, 26945
272765, 2014-01-01 07:15:02, 26822
272766, 2014-01-01 07:20:02, 26802
272767, 2014-01-01 07:25:02, 26677
272768, 2014-01-01 07:30:04, 26708
272769, 2014-01-01 07:35:02, 26725
272770, 2014-01-01 07:40:02, 26593
272771, 2014-01-01 07:45:03, 26576
272772, 2014-01-01 07:50:02, 26450
272773, 2014-01-01 07:55:02, 26433
272774, 2014-01-01 08:00:02, 26470
272775, 2014-01-01 08:05:05, 26337
272776, 2014-01-01 08:10:05, 26326
272777, 2014-01-01 08:15:02, 26433
272778, 2014-01-01 08:20:03, 26535
272779, 2014-01-01 08:25:02, 26476
272780, 2014-01-01 08:30:01, 26443
272781, 2014-01-01 08:35:03, 26535
272782, 2014-01-01 08:40:03, 26660
272783, 2014-01-01 08:45:03, 26628
272784, 2014-01-01 08:50:02, 26664
272785, 2014-01-01 08:55:03, 26860
272786, 2014-01-01 09:00:02, 27062
272787, 2014-01-01 09:05:03, 27331
272788, 2014-01-01 09:10:05, 27638
272789, 2014-01-01 09:15:05, 27857
272790, 2014-01-01 09:20:03, 28096
272791, 2014-01-01 09:25:02, 28361
272792, 2014-01-01 09:30:02, 28628
272793, 2014-01-01 09:35:04, 28943
272794, 2014-01-01 09:40:10, 29258
272795, 2014-01-01 09:45:02, 29500
272796, 2014-01-01 09:50:02, 29741
272797, 2014-01-01 09:55:02, 30017
272798, 2014-01-01 10:00:02, 30335
272799, 2014-01-01 10:05:02, 30698
272800, 2014-01-01 10:10:01, 31108
272801, 2014-01-01 10:15:03, 31411
272802, 2014-01-01 10:20:04, 31734
272803, 2014-01-01 10:25:02, 32091
272804, 2014-01-01 10:30:03, 32373
272805, 2014-01-01 10:35:02, 32621
272806, 2014-01-01 10:40:03, 32954
272807, 2014-01-01 10:45:03, 33194
272808, 2014-01-01 10:50:02, 33449
272809, 2014-01-01 10:55:01, 33677
272810, 2014-01-01 11:00:21, 33946
272811, 2014-01-01 11:05:01, 34174
272812, 2014-01-01 11:10:01, 34452
272813, 2014-01-01 11:15:02, 34737
272814, 2014-01-01 11:20:02, 34947
272815, 2014-01-01 11:25:02, 35133
272816, 2014-01-01 11:30:01, 35282
272817, 2014-01-01 11:35:03, 35486
272818, 2014-01-01 11:40:02, 35787
272819, 2014-01-01 11:45:02, 35936
272820, 2014-01-01 11:50:02, 36126
272821, 2014-01-01 11:55:01, 36372
272822, 2014-01-01 12:00:01, 36485
272823, 2014-01-01 12:05:03, 36637
272824, 2014-01-01 12:10:04, 37145
272825, 2014-01-01 12:15:01, 37329
272826, 2014-01-01 12:20:03, 37311
272827, 2014-01-01 12:25:02, 37365
272828, 2014-01-01 12:30:02, 37512
272829, 2014-01-01 12:35:04, 37577
272830, 2014-01-01 12:40:03, 37678
272831, 2014-01-01 12:45:02, 37638
272832, 2014-01-01 12:50:03, 37626
272833, 2014-01-01 12:55:01, 37701
272834, 2014-01-01 13:00:01, 37733
272835, 2014-01-01 13:05:02, 37691
272836, 2014-01-01 13:10:02, 37730
272837, 2014-01-01 13:15:02, 37780
272838, 2014-01-01 13:20:04, 37741
272839, 2014-01-01 13:25:02, 37794
272840, 2014-01-01 13:30:02, 37824
272841, 2014-01-01 13:35:04, 37781
272842, 2014-01-01 13:40:02, 37930
272843, 2014-01-01 13:45:31, 37907
272844, 2014-01-01 13:50:01, 37810
272845, 2014-01-01 13:55:01, 37743
272846, 2014-01-01 14:00:02, 37655
272847, 2014-01-01 14:05:02, 37585
272848, 2014-01-01 14:10:02, 37705
272849, 2014-01-01 14:15:01, 37822
272850, 2014-01-01 14:20:03, 37786
272851, 2014-01-01 14:25:01, 37673
272852, 2014-01-01 14:30:03, 37647
272853, 2014-01-01 14:35:05, 37585
272854, 2014-01-01 14:40:03, 37613
272855, 2014-01-01 14:45:02, 37535
272856, 2014-01-01 14:50:03, 37518
272857, 2014-01-01 14:55:02, 37555
272858, 2014-01-01 15:00:01, 37536
272859, 2014-01-01 15:05:02, 37583
272860, 2014-01-01 15:10:03, 37668
272861, 2014-01-01 15:15:01, 37685
272862, 2014-01-01 15:20:03, 37653
272863, 2014-01-01 15:25:03, 37658
272864, 2014-01-01 15:30:02, 37657
272865, 2014-01-01 15:35:03, 37683
272866, 2014-01-01 15:40:02, 37769
272867, 2014-01-01 15:45:03, 37883
272868, 2014-01-01 15:50:03, 38034
272869, 2014-01-01 15:55:03, 38226
272870, 2014-01-01 16:00:05, 38545
272871, 2014-01-01 16:05:02, 38938
272872, 2014-01-01 16:10:03, 39262
272873, 2014-01-01 16:15:02, 39445
272874, 2014-01-01 16:20:02, 39639
272875, 2014-01-01 16:25:02, 39807
272876, 2014-01-01 16:30:02, 39914
272877, 2014-01-01 16:35:04, 40104
272878, 2014-01-01 16:40:02, 40336
272879, 2014-01-01 16:45:02, 40524
272880, 2014-01-01 16:50:03, 40717
272881, 2014-01-01 16:55:02, 40845
272882, 2014-01-01 17:00:03, 40953
272883, 2014-01-01 17:05:04, 41110
272884, 2014-01-01 17:10:04, 41322
272885, 2014-01-01 17:15:04, 41495
272886, 2014-01-01 17:20:02, 41567
272887, 2014-01-01 17:25:06, 41658
272888, 2014-01-01 17:30:02, 41661
272889, 2014-01-01 17:35:02, 41579
272890, 2014-01-01 17:40:02, 41493
272891, 2014-01-01 17:45:03, 41364
272892, 2014-01-01 17:50:02, 41255
272893, 2014-01-01 17:55:01, 41223
272894, 2014-01-01 18:00:05, 41129
272895, 2014-01-01 18:05:03, 40942
272896, 2014-01-01 18:10:02, 40744
272897, 2014-01-01 18:15:02, 40561
272898, 2014-01-01 18:20:04, 40433
272899, 2014-01-01 18:25:03, 40347
272900, 2014-01-01 18:30:04, 40152
272901, 2014-01-01 18:35:04, 40027
272902, 2014-01-01 18:40:02, 39932
272903, 2014-01-01 18:45:03, 39777
272904, 2014-01-01 18:50:03, 39614
272905, 2014-01-01 18:55:02, 39548
272906, 2014-01-01 19:00:01, 39376
272907, 2014-01-01 19:05:04, 39163
272908, 2014-01-01 19:10:03, 39098
272909, 2014-01-01 19:15:02, 38777
272910, 2014-01-01 19:20:04, 38633
272911, 2014-01-01 19:25:01, 38555
272912, 2014-01-01 19:30:01, 38221
272913, 2014-01-01 19:35:05, 38130
