id, timestamp, demand
377525, 2015-01-01 00:00:04, 28809
377526, 2015-01-01 00:05:02, 28645
377527, 2015-01-01 00:10:02, 28768
377528, 2015-01-01 00:15:02, 28917
377529, 2015-01-01 00:20:02, 28964
377530, 2015-01-01 00:25:02, 29055
377531, 2015-01-01 00:30:03, 29062
377532, 2015-01-01 00:35:01, 29041
377533, 2015-01-01 00:40:02, 29394
377534, 2015-01-01 00:45:03, 29558
377535, 2015-01-01 00:50:02, 29649
377536, 2015-01-01 00:55:02, 29708
377537, 2015-01-01 01:00:02, 29674
377538, 2015-01-01 01:05:02, 29695
377539, 2015-01-01 01:10:01, 29987
377540, 2015-01-01 01:15:02, 29960
377541, 2015-01-01 01:20:02, 29988
377542, 2015-01-01 01:25:02, 29842
377543, 2015-01-01 01:30:02, 29617
377544, 2015-01-01 01:35:03, 29408
377545, 2015-01-01 01:40:02, 29265
377546, 2015-01-01 01:45:02, 29103
377547, 2015-01-01 01:50:03, 28838
377548, 2015-01-01 01:55:01, 28574
377549, 2015-01-01 02:00:03, 28262
377550, 2015-01-01 02:05:02, 28159
377551, 2015-01-01 02:10:05, 28217
377552, 2015-01-01 02:15:01, 28289
377553, 2015-01-01 02:20:03, 28208
377554, 2015-01-01 02:25:01, 28113
377555, 2015-01-01 02:30:03, 28008
377556, 2015-01-01 02:35:02, 27778
377557, 2015-01-01 02:40:02, 27935
377558, 2015-01-01 02:45:02, 27941
377559, 2015-01-01 02:50:02, 27804
377560, 2015-01-01 02:55:04, 27689
377561, 2015-01-01 03:00:03, 27518
377562, 2015-01-01 03:05:03, 27237
377563, 2015-01-01 03:10:01, 27084
377564, 2015-01-01 03:15:02, 27085
377565, 2015-01-01 03:20:02, 27079
377566, 2015-01-01 03:25:01, 26933
377567, 2015-01-01 03:30:03, 26809
377568, 2015-01-01 03:35:04, 26675
377569, 2015-01-01 03:40:05, 26594
377570, 2015-01-01 03:45:01, 26427
377571, 2015-01-01 03:50:02, 26210
377572, 2015-01-01 03:55:02, 26043
377573, 2015-01-01 04:00:03, 25954
377574, 2015-01-01 04:05:04, 25824
377575, 2015-01-01 04:10:01, 26145
377576, 2015-01-01 04:15:02, 26484
377577, 2015-01-01 04:20:02, 26562
377578, 2015-01-01 04:25:03, 26551
377579, 2015-01-01 04:30:03, 26432
377580, 2015-01-01 04:35:01, 26316
377581, 2015-01-01 04:40:01, 26335
377582, 2015-01-01 04:45:02, 26235
377583, 2015-01-01 04:50:03, 26148
377584, 2015-01-01 04:55:02, 25932
377585, 2015-01-01 05:00:02, 25706
377586, 2015-01-01 05:05:02, 25455
377587, 2015-01-01 05:10:02, 25368
377588, 2015-01-01 05:15:02, 25218
377589, 2015-01-01 05:20:02, 25158
377590, 2015-01-01 05:25:02, 25053
377591, 2015-01-01 05:30:02, 24947
377592, 2015-01-01 05:35:03, 24908
377593, 2015-01-01 05:40:01, 24992
377594, 2015-01-01 05:45:01, 25069
377595, 2015-01-01 05:50:02, 25104
377596, 2015-01-01 05:55:02, 25146
377597, 2015-01-01 06:00:02, 25132
377598, 2015-01-01 06:05:02, 25201
377599, 2015-01-01 06:10:03, 25395
377600, 2015-01-01 06:15:01, 25531
377601, 2015-01-01 06:20:02, 25619
377602, 2015-01-01 06:25:02, 25641
377603, 2015-01-01 06:30:02, 25700
377604, 2015-01-01 06:35:03, 25734
377605, 2015-01-01 06:40:01, 25748
377606, 2015-01-01 06:45:02, 25814
377607, 2015-01-01 06:50:03, 25815
377608, 2015-01-01 06:55:03, 25896
377609, 2015-01-01 07:00:02, 25971
377610, 2015-01-01 07:05:02, 25852
377611, 2015-01-01 07:10:02, 25901
377612, 2015-01-01 07:15:02, 25954
377613, 2015-01-01 07:20:02, 25867
377614, 2015-01-01 07:25:01, 25840
377615, 2015-01-01 07:30:02, 25879
377616, 2015-01-01 07:35:03, 25884
377617, 2015-01-01 07:40:02, 25637
377618, 2015-01-01 07:45:02, 25594
377619, 2015-01-01 07:50:03, 25590
377620, 2015-01-01 07:55:02, 25581
377621, 2015-01-01 08:00:03, 25609
377622, 2015-01-01 08:05:03, 25675
377623, 2015-01-01 08:10:03, 25832
377624, 2015-01-01 08:15:03, 25790
377625, 2015-01-01 08:20:03, 25781
377626, 2015-01-01 08:25:02, 25685
377627, 2015-01-01 08:30:02, 25795
377628, 2015-01-01 08:35:02, 25946
377629, 2015-01-01 08:40:01, 26222
377630, 2015-01-01 08:45:02, 26327
377631, 2015-01-01 08:50:02, 26426
377632, 2015-01-01 08:55:02, 26464
377633, 2015-01-01 09:00:04, 26575
377634, 2015-01-01 09:05:01, 26385
377635, 2015-01-01 09:10:01, 26258
377636, 2015-01-01 09:15:02, 26512
377637, 2015-01-01 09:20:03, 26733
377638, 2015-01-01 09:25:02, 26964
377639, 2015-01-01 09:30:02, 27152
377640, 2015-01-01 09:35:02, 27433
377641, 2015-01-01 09:40:01, 27675
377642, 2015-01-01 09:45:03, 27850
377643, 2015-01-01 09:50:04, 28097
377644, 2015-01-01 09:55:02, 28389
377645, 2015-01-01 10:00:02, 28557
377646, 2015-01-01 10:05:03, 28831
377647, 2015-01-01 10:10:01, 29278
377648, 2015-01-01 10:15:02, 29582
377649, 2015-01-01 10:20:03, 29782
377650, 2015-01-01 10:25:02, 29907
377651, 2015-01-01 10:30:02, 30116
377652, 2015-01-01 10:35:01, 30322
377653, 2015-01-01 10:40:01, 30429
377654, 2015-01-01 10:45:03, 30561
377655, 2015-01-01 10:50:03, 30727
377656, 2015-01-01 10:55:03, 30838
377657, 2015-01-01 11:00:03, 31009
377658, 2015-01-01 11:05:03, 31145
377659, 2015-01-01 11:10:02, 31398
377660, 2015-01-01 11:15:02, 31575
377661, 2015-01-01 11:20:04, 31835
377662, 2015-01-01 11:25:03, 32026
377663, 2015-01-01 11:30:02, 32169
377664, 2015-01-01 11:35:03, 32418
377665, 2015-01-01 11:40:02, 32619
377666, 2015-01-01 11:45:02, 32703
377667, 2015-01-01 11:50:03, 32762
377668, 2015-01-01 11:55:04, 32932
377669, 2015-01-01 12:00:02, 33046
377670, 2015-01-01 12:05:03, 33194
377671, 2015-01-01 12:10:01, 33417
377672, 2015-01-01 12:15:01, 33623
377673, 2015-01-01 12:20:04, 33713
377674, 2015-01-01 12:25:01, 33774
377675, 2015-01-01 12:30:02, 33901
377676, 2015-01-01 12:35:02, 33935
377677, 2015-01-01 12:40:02, 34032
377678, 2015-01-01 12:45:01, 34060
377679, 2015-01-01 12:50:02, 34129
377680, 2015-01-01 12:55:03, 34231
377681, 2015-01-01 13:00:02, 34192
377682, 2015-01-01 13:05:03, 34209
377683, 2015-01-01 13:10:04, 34267
377684, 2015-01-01 13:15:03, 34282
377685, 2015-01-01 13:20:02, 34293
377686, 2015-01-01 13:25:01, 34312
377687, 2015-01-01 13:30:01, 34259
377688, 2015-01-01 13:35:02, 34230
377689, 2015-01-01 13:40:02, 34220
377690, 2015-01-01 13:45:02, 34349
377691, 2015-01-01 13:50:02, 34274
377692, 2015-01-01 13:55:02, 34269
377693, 2015-01-01 14:00:03, 34199
377694, 2015-01-01 14:05:03, 34166
377695, 2015-01-01 14:10:02, 34324
377696, 2015-01-01 14:15:02, 34363
377697, 2015-01-01 14:20:03, 34281
377698, 2015-01-01 14:25:02, 34278
377699, 2015-01-01 14:30:03, 34165
377700, 2015-01-01 14:35:02, 34141
377701, 2015-01-01 14:40:01, 34157
377702, 2015-01-01 14:45:04, 34193
377703, 2015-01-01 14:50:01, 34246
377704, 2015-01-01 14:55:01, 34358
377705, 2015-01-01 15:00:02, 34404
377706, 2015-01-01 15:05:02, 34456
377707, 2015-01-01 15:10:01, 34542
377708, 2015-01-01 15:15:01, 34597
377709, 2015-01-01 15:20:04, 34618
377710, 2015-01-01 15:25:03, 34655
377711, 2015-01-01 15:30:03, 34728
377712, 2015-01-01 15:35:03, 34871
377713, 2015-01-01 15:40:01, 34906
377714, 2015-01-01 15:45:03, 34981
377715, 2015-01-01 15:50:02, 35090
377716, 2015-01-01 15:55:02, 35320
377717, 2015-01-01 16:00:02, 35725
377718, 2015-01-01 16:05:11, 36002
377719, 2015-01-01 16:10:01, 36143
377720, 2015-01-01 16:15:01, 36427
377721, 2015-01-01 16:20:03, 36694
377722, 2015-01-01 16:25:02, 36944
377723, 2015-01-01 16:30:02, 37160
377724, 2015-01-01 16:35:03, 37401
377725, 2015-01-01 16:40:01, 37741
377726, 2015-01-01 16:45:02, 37940
377727, 2015-01-01 16:50:02, 38101
377728, 2015-01-01 16:55:02, 38257
377729, 2015-01-01 17:00:02, 38308
377730, 2015-01-01 17:05:03, 38520
377731, 2015-01-01 17:10:02, 38673
377732, 2015-01-01 17:15:01, 38743
377733, 2015-01-01 17:20:02, 38888
377734, 2015-01-01 17:25:02, 38896
